CardCode;GroupName;City;Name;PymntGroup
CN9868;MED LAB OP AMBUL;BARRANQUILLA;ATLANTICO;Contado
CN9868;MED LAB OP AMBUL;BARRANQUILLA;ATLANTICO;Contado
CN9869;NO DEDICADO A SALUD;YUMBO;VALLE DEL CAUCA;Contado
CN9869;NO DEDICADO A SALUD;YUMBO;VALLE DEL CAUCA;Contado
CN9870;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9870;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9871;CLINICAS PUBLICAS;MEDELLIN;ANTIOQUIA;Contado
CN9871;CLINICAS PUBLICAS;MEDELLIN;ANTIOQUIA;Contado
CN9872;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9872;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9873;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9873;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9875;MED LAB OP AMBUL;MEDELLIN;ANTIOQUIA;Contado
CN9875;MED LAB OP AMBUL;MEDELLIN;ANTIOQUIA;Contado
CN9876;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9876;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9877;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9877;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9878;NO DEDICADO A SALUD;VILLAVICENCIO;META;Contado
CN9878;NO DEDICADO A SALUD;VILLAVICENCIO;META;Contado
CN9879;NO DEDICADO A SALUD;PALMIRA;VALLE DEL CAUCA;Contado
CN9879;NO DEDICADO A SALUD;PALMIRA;VALLE DEL CAUCA;Contado
CN9881;DISTRIBUIDORES;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN9881;DISTRIBUIDORES;BUENAVENTURA;VALLE DEL CAUCA;Contado
CN9882;CLINICAS PRIVADAS;PASTO;NARIÑO;Contado
CN9882;CLINICAS PRIVADAS;PASTO;NARIÑO;Contado
CN9883;NO DEDICADO A SALUD;PALMIRA;VALLE DEL CAUCA;Contado
CN9883;NO DEDICADO A SALUD;PALMIRA;VALLE DEL CAUCA;Contado
CN9884;DISTRIBUIDORES;PALMIRA;VALLE DEL CAUCA;Contado
CN9884;DISTRIBUIDORES;PALMIRA;VALLE DEL CAUCA;Contado
CN9885;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9885;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9886;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9887;CLINICAS PRIVADAS;PASTO;NARIÑO;Contado
CN9887;CLINICAS PRIVADAS;PASTO;NARIÑO;Contado
CN9888;CTRO REHAB ACOND,GIM;CALARCA;QUINDIO;Contado
CN9888;CTRO REHAB ACOND,GIM;CALARCA;QUINDIO;Contado
CN9889;CLINICAS PUBLICAS;CONSACA;NARIÑO;Contado
CN9890;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9891;NO DEDICADO A SALUD;BUCARAMANGA;SANTANDER;Contado
CN9892;IPS,CL, CTR MED PRIV;MEDELLIN;ANTIOQUIA;Contado
CN9893;OCASION PACIEN PARTI;CALDAS;ANTIOQUIA;Contado
CN9894;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9894;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9895;NO DEDICADO A SALUD;VILLA RICA;CAUCA;CREDITO 60 DIAS
CN9895;NO DEDICADO A SALUD;VILLA RICA;CAUCA;CREDITO 60 DIAS
CN9896;AMBULANCIAS;PITALITO;HUILA;Contado
CN9896;AMBULANCIAS;PITALITO;HUILA;Contado
CN9897;VASCULARES;MEDELLIN;ANTIOQUIA;Contado
CN9897;VASCULARES;MEDELLIN;ANTIOQUIA;Contado
CN9907;OCASION PACIEN PARTI;CALI;NULL;Contado
CN9908;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9910;DISTRIBUIDORES;CALIQ;VALLE DEL CAUCA;Contado
CN9911;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9912;CLINICAS PRIVADAS;BOGOTA;CUNDINAMARCA;CREDITO 90 DIAS, 30 DIAS 3%
CN9913;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9914;DISTRIBUIDORES;POPAYAN;CAUCA;Contado
CN9915;DISTRIBUIDORES;POPAYAN;CAUCA;Contado
CN9916;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9917;DISTRIBUIDORES;BOGOTA;CUNDINAMARCA;CREDITO 90 DIAS, 30 DIAS 5%
CN9918;NO DEDICADO A SALUD;CARTAGENA;VALLE DEL CAUCA;Contado
CN9919;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9920;DROG FARMACIA Y MISC;ZARZAL;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9921;ALMACENES DE CADENA;PEREIRA;RISARALDA;Contado
CN9922;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS 3%, 30 DIAS 5%
CN9923;MED LAB OP AMBUL;MEDELLIN;ANTIOQUIA;Contado
CN9924;ALMACENES DE CADENA;CALI;VALLE DEL CAUCA;Contado
CN9925;MED LAB OP AMBUL;NEIVA;HUILA;Contado
CN9926;ALMACENES DE CADENA;PALMIRA;VALLE DEL CAUCA;Contado
CN9927;NO DEDICADO A SALUD;MAICAO;LA GUAJIRA;Contado
CN9928;DISTRIBUIDORES;BOGOTA;CUNDINAMARCA;CREDITO 30 DIAS (CONTADO 5%)
CN9929;CLINICAS PRIVADAS;NULL;NULL;Contado
CN9930;MED LAB OP AMBUL;BARRANCABERMEJA;SANTANDER;Contado
CN9931;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9932;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9933;NO DEDICADO A SALUD;SAN ANDRES TUMACO;NARIÑO;Contado
CN9934;DROG FARMACIA Y MISC;GUAPI;CAUCA;Contado
CN9935;NO DEDICADO A SALUD;SOPO;CUNDINAMARCA;Contado
CN9936;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9937;NO DEDICADO A SALUD;PALMIRA;VALLE DEL CAUCA;Contado
CN9938;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN9939;ALMACENES DE CADENA;CALI;VALLE DEL CAUCA;Contado
CN9940;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9941;NO DEDICADO A SALUD;BUCARAMANGA;SANTANDER;Contado
CN9942;CLINICAS PRIVADAS;ITAGUI;ANTIOQUIA;Contado
CN9943;DISTRIBUIDORES;JARDIN;ANTIOQUIA;Contado
CN9944;BELLEZA Y ESTETICA;CALI;VALLE DEL CAUCA;Contado
CN9945;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9946;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;Contado
CN9947;NO DEDICADO A SALUD;MANIZALES;CALDAS;Contado
CN9948;MED LAB OP AMBUL;ENVIGADO;ANTIOQUIA;Contado
CN9949;CLINICAS PRIVADAS;MAICAO;LA GUAJIRA;Contado
CN9950;MED LAB OP AMBUL;PALMIRA;VALLE DEL CAUCA;CREDITO 30 DIAS
CN9951;MED LAB OP AMBUL;BOGOTA;CUNDINAMARCA;CREDITO 30 DIAS
CN9952;CLINICAS PUBLICAS;CALDAS;ANTIOQUIA;Contado
CN9953;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9954;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9955;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;CREDITO 30 DIAS
CN9956;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9957;CLINICAS PRIVADAS;POPAYAN;CAUCA;Contado
CN9958;NO DEDICADO A SALUD;BOGOTA;CUNDINAMARCA;Contado
CN9959;MED LAB OP AMBUL;BARRANQUILLA;NULL;Contado
CN9960;NO DEDICADO A SALUD;MEDELLIN;ANTIOQUIA;Contado
CN9961;CLINICAS PRIVADAS;NULL;NULL;Contado
CN9963;NO DEDICADO A SALUD;POPAYAN;CAUCA;Contado
CN9964;CLINICAS PRIVADAS;BOGOTA;CUNDINAMARCA;Contado
CN9965;NO DEDICADO A SALUD;ARAUCA;ARAUCA;Contado
CN9966;BELLEZA Y ESTETICA;JAMUNDI;VALLE DEL CAUCA;Contado
CN9967;NO DEDICADO A SALUD;RIOHACHA;LA GUAJIRA;Contado
CN9968;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9970;DISTRIBUIDORES;CALI;VALLE DEL CAUCA;Contado
CN9971;CLINICAS PRIVADAS;CALI;VALLE DEL CAUCA;CREDITO 60 DIAS
CN9972;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9972;NO DEDICADO A SALUD;CALI;NULL;Contado
CN9973;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9973;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9974;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9974;MED LAB OP AMBUL;CALI;VALLE DEL CAUCA;Contado
CN9975;NO DEDICADO A SALUD;CANAPOTE;BOLIVAR;Contado
CN9975;NO DEDICADO A SALUD;CANAPOTE;BOLIVAR;Contado
CN9976;CLINICAS PRIVADAS;FLORIDABLANCA;SANTANDER;CONTADO - CONTRA ENTREGA
CN9976;CLINICAS PRIVADAS;FLORIDABLANCA;SANTANDER;CONTADO - CONTRA ENTREGA
CN9977;DROG FARMACIA Y MISC;CALI;VALLE DEL CAUCA;Contado
CN9978;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9978;NO DEDICADO A SALUD;BOGOTA;BOGOTA;Contado
CN9979;NO DEDICADO A SALUD;GARZON;HUILA;Contado
CN9979;NO DEDICADO A SALUD;GARZON;HUILA;Contado
CN9980;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9980;VETERINARIOS;CALI;VALLE DEL CAUCA;Contado
CN9981;DISTRIBUIDORES;PALMIRA;VALLE DEL CAUCA;Contado
CN9981;DISTRIBUIDORES;PALMIRA;VALLE DEL CAUCA;Contado
CN9982;DISTRIBUIDORES;BUCARAMANGA;SANTANDER;Contado
CN9982;DISTRIBUIDORES;BUCARAMANGA;SANTANDER;Contado
CN9983;DISTRIBUIDORES;BOGOTA;CUNDINAMARCA;Contado
CN9984;ODONTO CENTRO ODONTO;CALI;VALLE DEL CAUCA;Contado
CN9985;CLINICAS PUBLICAS;ANDES;ANTIOQUIA;Contado
CN9988;DROG FARMACIA Y MISC;BOGOTA;CUNDINAMARCA;Contado
CN9989;NO DEDICADO A SALUD;VILLAMARIA;CALDAS;Contado
CN9990;NO DEDICADO A SALUD;CALI;VALLE DEL CAUCA;Contado
CN9991;ALMACENES DE CADENA;GUADALAJARA DE BUGA;VALLE DEL CAUCA;Contado
